,original,pre_processed_text,time_parsed,sentiments,predictions
78,This just called Ramadan.,this just called armada.,1685350114.564465,{'NEUTRAL': 0.7870783805847168},miscellaneous
79,"Ffs Matt, new clothes 🙄😂","ff matt, new clothes",1685350114.566363,{'NEUTRAL': 0.8086745738983154},others
80,@5:46 It's better to eat refined sugar filled foods than nothing!? Yeah okay. 😆,it is better to eat refined sugar filled food than nothing! yeah okay.,1685350114.568386,{'POSITIVE': 0.4127008318901062},miscellaneous
81,hey matt can you make a video on backpain I saw that you were working on your bed I also do that and have some form of back pain if you are facing the same issue please make a video about it.,hey matt can you make a video on backpack i saw that you were working on your bed i also do that and have some form of back pain if you are facing the same issue please make a video about it.,1685350114.570252,{'NEUTRAL': 0.621390700340271},miscellaneous
82,"The best thing about Zero is that it allows you to fast for a decided period of time. Here's the deal - you DON'T fast based on time on your clock; just use Zero's timer-like approach. Especially when you are starting with ImF! So there's no ""oh, I was supposed to not eat after 4 PM, now what?!"" fuck ups. ;)","the best thing about zero is that it allows you to fast for a decided period of time. here is the deal you do not fast based on time on your clock just use zero's timer like approach. especially when you are starting with imf! so there is no oh, i wa supposed to not eat after 4 pm, now what ! fuck ups. )",1685350114.572241,{'POSITIVE': 0.4623136818408966},miscellaneous
83,"Thank you so much for talking about this (very) controversial subject ! 
I don't think intermittent fasting is necessarily bad but for people with previous or current ED like myself it can do more harm than good because waiting to be extremely hungry can cause binges.
I did intermittent fasting for 3 years but I feel so much better now that I stopped and eat 3 meals a day. I used to feel so tired during the afternoon but now my energy levels are more stable throughout the day.",thank you so much for talking about this (very) controversial subject ! i do not think intermittent fasting is necessarily bad but for people with previous or current ed like myself it can do more harm than good because waiting to be extremely hungry can cause bingen. i did intermittent fasting for 3 year but i feel so much better now that i stopped and eat 3 meal a day. i used to feel so tired during the afternoon but now my energy level are more stable throughout the day.,1685350114.574111,{'POSITIVE': 0.8199484348297119},miscellaneous
84,Samba in background! 🇧🇷🇧🇷🇧🇷 start 8:36,samba in background! start,1685263714.575976,{'NEUTRAL': 0.8121203780174255},miscellaneous
85,Muslims be like : First Time?,muslim be like : first time,1685263714.589162,{'NEUTRAL': 0.7893926501274109},others
86,"Video idea!
You said you are very rule orientated. Make a video how you developed. Was inhereted from your parents or you learn it in time?",video idea! you said you are very rule orientated. make a video how you developed. wa inherited from your parent or you learn it in time,1685263714.591041,{'NEUTRAL': 0.7493547201156616},miscellaneous
87,Ramadan for Western people,armada for western people,1685263714.592908,{'NEUTRAL': 0.6360922455787659},miscellaneous
88,"I too have been doing it for long time now
Fisrt meal @10
Last meal @6",i too have been doing it for long time now first meal 0 last meal,1685263714.601428,{'NEUTRAL': 0.86576247215271},miscellaneous
89,0:15 Detroit news casters❤,detroit news master,1685263714.603449,{'NEUTRAL': 0.8463158011436462},others
90,Reupload?,upload,1685263714.605403,{'NEUTRAL': 0.6750720143318176},miscellaneous
91,"We need fast 
Even one month a year 
In islam it’s recommended to fast two days a week 
And it obligated to fast month a year 

The creator who’s created our body said that 
So we absolutely need that 


Thank you for your video",we need fast even one month a year in islam it s recommended to fast two day a week and it obligated to fast month a year the creator who s created our body said that so we absolutely need that thank you for your video,1685263714.607237,{'POSITIVE': 0.6546595692634583},miscellaneous
92,so when will you try barefoot shoes and toe spreaders???,so when will you try barefoot shoe and toe reader,1685263714.609123,{'NEUTRAL': 0.9066274166107178},miscellaneous
93,Did you have anxiety Because of fasting. I Made it 2 months and I think I was very anxious. More then ever. Your experience!?,did you have anxiety because of fasting. i made it 2 month and i think i wa very anxious. more then ever. your experience!,1685263714.610995,{'NEGATIVE': 0.5632816553115845},miscellaneous
94,I also use the app zero and I messed up cos once you go off your routine it’s hard to get back I lost about 10kgs in 2months now I’m just stagnant and starting again.. I was on a 16hr fast now I’m starting 18hr want to do 20 by the end of the year.. gave up alcohol and sugar carbs and quit smoking..,i also use the app zero and i messed up co once you go off your routine it s hard to get back i lost about 10kgs in 2months now i m just stagnant and starting again. i wa on a 16hr fast now i m starting 18hr want to do 20 by the end of the year. gave up alcohol and sugar car and quit smoking.,1685263714.623954,{'NEGATIVE': 0.504210352897644},miscellaneous
95,Could anyone tell me why the end of the banana is red?!!,could anyone tell me why the end of the banana is red !,1685263714.626015,{'NEUTRAL': 0.7410200238227844},interrogative
96,"Fasting existed before Ramadan existed, don’t think you all own or invented fasting lool","fasting existed before armada existed, don t think you all own or invented fasting look",1685436514.801171,{'NEUTRAL': 0.4884839653968811},miscellaneous
97,"It’s fasting actually, people fasted and knew the benefits before even becoming hominids","it s fasting actually, people lasted and knew the benefit before even becoming homicide",1685436514.977553,{'NEUTRAL': 0.7556421160697937},miscellaneous
98,"You didn’t invent fasting, get over yourselves.","you didn t invent fasting, get over yourselves.",1685350115.148702,{'NEGATIVE': 0.6121551394462585},miscellaneous
99, @Frederick MtWs  they can argue that they popularized it,frederick tws they can argue that they popularized it,1685350115.156161,{'NEUTRAL': 0.7962540984153748},miscellaneous
100, @FZRP sure but it seems like they think they somehow own fasting or invented it haha,rp sure but it seems like they think they somehow own fasting or invented it haha,1685436515.158089,{'NEUTRAL': 0.5905412435531616},miscellaneous
101," @FZRP humans been fasting for 100,000s of years and knew the benefits intuitively","rp human been fasting for 100,0s of year and knew the benefit intuitively",1685436515.159871,{'NEUTRAL': 0.8205616474151611},miscellaneous
