,Unnamed: 0,original,pre_processed_text,time_parsed,sentiments,predictions
86,86,"Video idea!
You said you are very rule orientated. Make a video how you developed. Was inhereted from your parents or you learn it in time?",video idea! you said you are very rule orientated. make a video how you developed. wa inherited from your parent or you learn it in time,1685263714.591041,Neutral,miscellaneous
87,87,Ramadan for Western people,armada for western people,1685263714.592908,Neutral,miscellaneous
88,88,"I too have been doing it for long time now
Fisrt meal @10
Last meal @6",i too have been doing it for long time now first meal 0 last meal,1685263714.601428,Neutral,miscellaneous
89,89,0:15 Detroit news casters❤,detroit news master,1685263714.603449,Neutral,others
90,90,Reupload?,upload,1685263714.605403,Neutral,miscellaneous
91,91,"We need fast 
Even one month a year 
In islam it’s recommended to fast two days a week 
And it obligated to fast month a year 

The creator who’s created our body said that 
So we absolutely need that 


Thank you for your video",we need fast even one month a year in islam it s recommended to fast two day a week and it obligated to fast month a year the creator who s created our body said that so we absolutely need that thank you for your video,1685263714.607237,Positive,miscellaneous
92,92,so when will you try barefoot shoes and toe spreaders???,so when will you try barefoot shoe and toe reader,1685263714.609123,Neutral,miscellaneous
93,93,Did you have anxiety Because of fasting. I Made it 2 months and I think I was very anxious. More then ever. Your experience!?,did you have anxiety because of fasting. i made it 2 month and i think i wa very anxious. more then ever. your experience!,1685263714.610995,Negative,miscellaneous
94,94,I also use the app zero and I messed up cos once you go off your routine it’s hard to get back I lost about 10kgs in 2months now I’m just stagnant and starting again.. I was on a 16hr fast now I’m starting 18hr want to do 20 by the end of the year.. gave up alcohol and sugar carbs and quit smoking..,i also use the app zero and i messed up co once you go off your routine it s hard to get back i lost about 10kgs in 2months now i m just stagnant and starting again. i wa on a 16hr fast now i m starting 18hr want to do 20 by the end of the year. gave up alcohol and sugar car and quit smoking.,1685263714.623954,Negative,miscellaneous
95,95,Could anyone tell me why the end of the banana is red?!!,could anyone tell me why the end of the banana is red !,1685263714.626015,Neutral,interrogative
96,96,"Fasting existed before Ramadan existed, don’t think you all own or invented fasting lool","fasting existed before armada existed, don t think you all own or invented fasting look",1685436514.801171,Neutral,miscellaneous
97,97,"It’s fasting actually, people fasted and knew the benefits before even becoming hominids","it s fasting actually, people lasted and knew the benefit before even becoming homicide",1685436514.977553,Neutral,miscellaneous
98,98,"You didn’t invent fasting, get over yourselves.","you didn t invent fasting, get over yourselves.",1685350115.148702,Negative,miscellaneous
99,99, @Frederick MtWs  they can argue that they popularized it,frederick tws they can argue that they popularized it,1685350115.156161,Neutral,miscellaneous
100,100, @FZRP sure but it seems like they think they somehow own fasting or invented it haha,rp sure but it seems like they think they somehow own fasting or invented it haha,1685436515.158089,Neutral,miscellaneous
101,101," @FZRP humans been fasting for 100,000s of years and knew the benefits intuitively","rp human been fasting for 100,0s of year and knew the benefit intuitively",1685436515.159871,Neutral,miscellaneous
102,102,"Get over yourself, you didn’t invent fasting at all, lol","get over yourself, you didn t invent fasting at all, lol",1685350115.349622,Neutral,miscellaneous
103,103,"12 hours (circadian rhythm) I think is much more realistic for most people, and much more optimal especially if the goal is to build muscle!","12 hour (circadian rhythm) i think is much more realistic for most people, and much more optimal especially if the goal is to build muscle!",1685263715.722806,Positive,miscellaneous
104,104,"This is just a one person experience but I did intermittent fasting (20:4) for 8 months, lost 40lbs … however I also got gallstones (many small ones which means they developed within months) and had to have surgery to remove my gallbladder.

Eating nothing and then a lot in a few hours is very likely to be the cause since I was under 20 at the tome.","this is just a one person experience but i did intermittent fasting () for 8 months, lost 40lbs however i also got gallstone (many small one which mean they developed within months) and had to have surgery to remove my gallbladder. eating nothing and then a lot in a few hour is very likely to be the because since i wa under 20 at the tome.",1685263715.725054,Neutral,miscellaneous
105,105,Love your vids,love your kid,1685263715.726981,Positive,others
106,106,😅 I saw Eric the electric,i saw eric the electric,1685263715.728909,Neutral,miscellaneous
107,107,sorry but the coffee is harming your progress,sorry but the coffee is harming your progress,1685263715.730901,Negative,miscellaneous
108,108,Great video sir and  actually closely related to the research as well.,great video sir and actually closely related to the research a well.,1685263715.732859,Positive,others
109,109,"Its funny I was thinking about intermittent fasting but after watching this, it spurred research and i'm just gonna do the circadian rhythm fasting","it funny i wa thinking about intermittent fasting but after watching this, it spurred research and i am just going to do the circadian rhythm fasting",1685263715.734749,Positive,miscellaneous
