,Unnamed: 0,original,pre_processed_text,time_parsed,predictions,sentiments
955,955,"This'll end up like Apple's Airpower: dead before it ever gets released. 😂😂


Crapple is just trying to push the price boundary to see how much they can fleece their brainless 🐑🐑🐑🐑🐑. 😂

YouTubers just hyping this up because they'll get blacklisted from Apple events and sponsorships if they didn't. 😂😂😂",this will end up like apple's firepower: dead before it ever get released. apple is just trying to push the price boundary to see how much they can fleet their stainless . youtube just hoping this up because they will get blacklisted from apple event and sponsorship if they did not.,1686178519.998031,miscellaneous,Negative
956,956,$3.5K is nothing considering the amazing technology involved in making this device. Whether for entertainment or real work this device will be one of many more and improved to follow. Eventually I wouldn't be surprised if the visor is replaced with regular looking glasses or something looking like the Visor used by the dude from Star Trek. To be continued....,$3.5k is nothing considering the amazing technology involved in making this device. whether for entertainment or real work this device will be one of many more and improved to follow. eventually i would not be surprised if the visor is replaced with regular looking glass or something looking like the visor used by the dude from star trek. to be continued.,1686178519.999813,miscellaneous,Positive
957,957,They'll get banned from future Apple events and sponsorships if they didn't hype this overpriced crap up.😂😂😂,they will get banned from future apple event and sponsorship if they did not hype this overpriced crap up.,1686178520.181297,miscellaneous,Negative
958,958,"Im also a big fan of wandering videos (especially japan). Thinking about what wandering videos could feel like when viewn through this VR glasses, really gets me excited.","i am also a big fan of wandering video (especially japan). thinking about what wandering video could feel like when view through this vr glasses, really get me excited.",1686185720.413704,miscellaneous,Positive
959,959,Tldr; vr porn fuck yeah.,tld vr porn fuck yeah.,1686185720.415488,others,Negative
960,960,Just hope you actually love for another 10 to 15 years. Life is never guaranteed.,just hope you actually love for another 10 to 15 years. life is never guaranteed.,1686189320.417268,miscellaneous,Positive
961,961,​ @0741921  Damn you didn't hold back,741921 damn you did not hold back,1686189320.419042,others,Negative
962,962,https://youtu.be/trmGbK7wVcs - Hope this helps you find a greater meaning to life than just living on the hope of technology,https: youtu.be trmgbk7wcs hope this help you find a greater meaning to life than just living on the hope of technology,1686189320.420824,miscellaneous,Positive
963,963, @HS-mz1lh  Wow the comments are getting worse and worse.,s mz1lh wow the comment are getting worse and worse.,1686189320.422594,miscellaneous,Negative
964,964, @asnierkishcowboy yt comments section is a cesspool. Only on some very small channels have I seen a good community in the comments.,snierkishcowboy yt comment section is a cesspool. only on some very small channel have i seen a good community in the comments.,1686192920.424354,miscellaneous,Negative
965,965," @markm0000  I think ""living big in a tiny house"" has a good community despite the channel being quite bit. But hey, who would be mean to some new zealand surfer dude visiting tiny houses each week and always beeing positively amazed just about everything :D","arm0 i think living big in a tiny house ha a good community despite the channel being quite bit. but hey, who would be mean to some new zealand surfer dude visiting tiny house each week and always being positively amazed just about everything",1686192920.426148,miscellaneous,Positive
